tweet,sent
okay back home and i really should be doing work but all i wanna do is sit in front of the tv some more. gahhhhh,-1
"""Obama Better Start Breaking Kneecaps"" and ""Time for Obama to go ?gangsta? on GOP"" - the headlines from the... ",-1
congratulations tothe newly weds. ,1
" Man, you're really taking an orthodox position on puns.",-1
Omg a tweet frm  yayyyyy !!! Tour time!! Hey yawl I am her support dancer so ff her please and support cuz she has intense talent2!,1
 omg simran I found this for you in Iceland!! ,1
RT   Are you legally and truly married? I'm confused...<---yes papers r involved,0
 I dont think MNIK is a must watch movie.,-1
RT  By the way I told them that al of you were goin mad on Twitter. And Marvin said: Its all about them!,-1
RT   stop using + to differenciate sentences. +it wrks doesn't it?,-1
 Even when I'm at home I feel like I need to get it. lol Its like my Tuesday internal clock.,-1
 you said that i said so but in fact i didn't. how can i understand this?,-1
RT  Lifetime achievement? How old is he? Brits,0
Hookah for the first time :) w/ my girls Sharise & Kaydene ! at blue lizard hookah longue ,1
RT  TangyTuesday Greetings 2      ,0
"iloveitwhenjustin doesn't reply to me, DM me, retweet me..nothing. & I love him so much. He never notices me. One day he will. I KNOW IT<33",1
" lmao!! that's funny! when's this episode coming out? my 5yr old is already into iCarly, and em preteen shows tho.. Scary!",1
 Sugar and Lemon!! I'm having to wait until tomorrow to have pancakes.. *its killing me* hahah x,0
 MY HEART IS BURSTING FORTH IDEK I JUST LOVE YOU I DO REALLY OH MY GOD VICTORIA I FEEL LOVE,1
RT  Those sound sooo yummy! RT ,1
 There.. I am ready when he get the kids settled!!! I'll go say boo!,1
How Come the Gov. Doesn't use words of Pain ie. This Decision has been on him? see see his reply  FLJew,-1
"Going to sleep. Doing homework and watching Olympic curling and hockey all day tomorrow. 3:30 class, you'll be skipped, I bet.",-1
TU ANO yojopochile ~ Come watch and chat with me! ,1
I LOVE to unfollow piece of shit people who unfollow you first =D,1
There?s No Place Like Home at The Irvine Village of Woodbury East - PRLog (free press release): PR Log (Press Rele... ,1
,0
" - Cleaning my room, heres a b4 picture",-1
 Nandos is the greatest! Can't beat a bit of Spicy chicken! :P,1
 Are you gonna be in any movie's shoutout to hayley and rachel :) xoxoxox,1
"affordable house and lot for sale in silang tagaytay: Location: Silang, Metro Tagaytay, Philippines",0
Hope you enjoy. And follow hin  .you'll got the latest RT  Listening to Mahesa Utara. Thanks  :ppp,1
RT  sexting in america: when privates go public tomorrow on MTV. Check The View website for details. theviewmoms,0
 Mastodon owwwwwwn JLS. Bloody nancy boys compared to them!,-1
"Carl Gladstone is selling a MessagePad 130, MessagePad 2000, a signed copy of ?Defying Gravity?, and other goodies. ",0
RT  This is what is wrong w/ healthcare. $1172? // RT  Last week my Dr referred me to ER for an IV. The bill came in today. $1172 :-(,-1
Dudee well went to school then i chilled and soon im going to the hallmark store to get animal braclets then gymm:P,1
RT  Faroe Islands Review - Explore The Faroe Islands - A Fresher Country:  via ,0
"Morgen Lamb of God, August burns red, Between the Burried and ME und Job for a Cowboy ... Ick freu mir Tropfn inne Hose!",0
 sonam i love you very much....u r so beautiful...i cant express it...i dream about u daily....i wish i get a girlfriend like u,1
 that's a plan we can work on that ,0
RT  ticket offer for Real Food Festival London (wish I could go) ,0
Bill Bradley to receive award from NABC ,1
RT:  RT  RT  RT  aku nggak follow  dong. ngapain coba? keenakan dia haha,0
Are you looking for new tools to stylize your dance and boost your sexy factor? Try our body movement class this Friday night!,1
RT  I believe in unconditional love. Just ask my 2 headed unicorn that lives atop a chocolate ice creme mountain in Impossibletown.,1
 ooh I hate tht! The 19th is when u get new one? I'm good- back on the writing grind which alwys makes me :),0
RT,0
RT  Via others: You can board a  flight using iPhone. ,0
" cause what you said wasn't English, and you kno it lol",0
"No thx! RT   hey please follow  , and i'll folllow you back, thanks <33",1
 fantastic. We need this in America - So proud of your work in the UK,1
The fire pager...the only damn thing that can wake me from deep sleep. Not helping my migraine :(,-1
river trek Friday morning in preparation for the ecocamp! been years!,0
" Do you wanna come back to Argentina, right? You want your nenas from Argentina ;) haha",1
RT   this is great... letting you see the other side of social networking..,1
Airlines grapple with fat flier issue. I think that if you are obese you need to buy two seats. -  cnn,1
 that's wus up! I have 2 this weekend so ill be in preperation tomorrow! Do awesome! And u need to hit me up more on here,1
The new roommates look like the Olsen twins -__-,1
RT  Shout out to my compai  and the rest of the spc bball team....good luck tonite get (cont) ,1
" you didnt reply to me (:.. I think you should, just because you can ?",-1
RT   DO YOU REALLY NEED HIPSTER GLASSES? (via  watch it! And yes there prescription!,0
 you're penciled in my calender!,1
nowplaying Down for you - Ashanti ft Ja rule,0
Kobe misses 4th straight game (AP),-1
Play & Download Under The Mountain (Believe in the power of two) ,0
" idk, you tryna come to the crib?",0
Facebook leads in social media sharing and Google Buzz is trying to hop on the bandwagon - will it work?! nyusm1 ,0
 The photoshoot. Shoot I need to get a site together to show my photography skills. LOL,1
 Indeed. And you're tiny which makes you very squishable. dontgetsquished,-1
"  - oooohh so proud of you, Gagaloo you are living proof and inspiration that hard work does have it's rew",1
"How generous, what they think of themselves: ShivSena to lift ban on Aussie, Pak cricketers... | ",0
RT  Wedding Planning Courses and Certification Programs:  digg digguser,0
I subscribed to coldmirror's channel on YouTube ,0
"Starting a new book (new to me). ""Jokes my father never taught me"" by Rain Pryor",0
 YAY! I am going to email you the fancy pics we have of your tagline too! There are some in Long Beach - more info to come,1
Ain't no mountain high enough.,-1
RT  ***LOST SPOILER*** Ben's eulogy for Locke will likely go down as one of my favorite moments of the series.,0
"Why, yes, I think I will have a  Two Hearted. thankyouverymuch iwillbenicerthen",1
"RT  Talk is CHEAP!! Any1 can afford it, Its the action that PAYS Off!!",-1
"Gudmrng....Weather was very cloudy here,drinkin Coffee n watchin Movie..Juz enjoyin my day :)",0
" Good, just trying to see if I get lucky today with the Tito time, lol missed it yesterday he was on later than ususal :(",-1
I had a lovely thing happen to me today: I have decided to embrace my complete lack of a plan b.,0
" don't get caught up on the hate, you ROMs are awesome and if they don't like them then they can piss off.",0
RT  shoutout to my new followerrr DellU - New York (DellU_NY). :) i ? dell. :),1
HootSuite or TweetDeck: Which Twitter Client is Right For You? (via  howtoblog ,0
I just scored 50388 while defending MT.CRUZE island and is now ranked 1235 in the world! ,1
Thank God! RT  Obama had one full year of a filibuster proof supermajority and got absolutely nothing done. tcot ocra,0
I just updated my background at  Also Customize your Google Start Page at ,0
 Might as well enjoy the snow right ? LOL But I am jealous cuz my son said it's 75-80 in LA right now,0
"I plan to document Relevant with photos as well was words - as a photographer, my camera goes EVERYWHERE with me. getasponsor",0
I shouldn't have ~that NME awards interview on my TK playlist... it makes me laugh so much when I'm on the bus/in public x),0
Ever since we learned about Bob Dylan in popular music and society I've heard him on the radio everyday. I sure hope this trend doesn't end.,1
So glad ex-service men/women and currents are against this,1
 Thanks you ruined the show for me now...j/k,-1
These 3 hour classes def be killing me...i've been here for an hour and a Half and I couldn't tell you u one thing my professor said so far,-1
RT  I LIVE 4 THIS SHIT... I BLEED MUSIC!!,1
RT   Why we should listen while others speak!,0
Haha! RT   tscc summerglaupicspam lulz poorapple,0
Sexual Intercourse Position -}}} Chesapeake BK manager fired after arrest on child porn charges Man Behind Po ,0
Learnxpress introduces ImageGear for Silverlight ,0
"I found out my ex is engaged, he had the nerve to say ""It coulda been you"" O_O The arrogance of this dude is *hilarious*. BetterOffSingle",-1
RT  RT   no problem :] you do music ?x ? hw cn u nt knw who (cont) ,1
 Why*YOU*as 1st~BEST2share O2 EZ O2Breakthru comparative studies findings?  Healthy *PLS RT*,0
"Today's Mantra: ""Each day is a new day filled with unlimited possibilities. Each day is an opportunity to awaken to the Truth I AM.""",1
RT   ight ded ass imma burnt shit now ight bett (that's what I said right BYEEe,-1
  I've said it before and I'll say it again...that is the most perfect posterior in history! I would love to spank it,1
"Lost a follower :( i follow 1990 people and i only have 1100. Shoutouts please? even if i dnt follow back, you can be my missing followers.",-1
listening to El porque de tus silencios by Enrique Bunbury on   nowplaying,0
" Idk, I really don't post that much on others except CPT and if someone asks me to.",0
 It's entirely your decision but I think it will be gangsta for all her Barbies to have it...A lot of us already have them!,1
"I just took the ""C?rebro feminino ou masculino?"" quiz and got: Masculino! Try it ? ",0
"Why cant I ever wake up n say ""good morning everyone"" *kicking rocks with an attitude* its always ""good afternoon"" which I cut dwn to wussup",-1
"what the sport of Golf needs is mixed gender or partnered tournaments, men and women playing in same tournaments.",0
HTC Desire listed for ?419 at Amazon's German portal:,0
 have you heard the gloriana cd? i like it....,1
This is all yours. You're the owner of this world.,1
"Nonton OVJ,ngakak! SD Roboh dan SD Elite.. HAHA ",0
 i'm waiting to see if something better comes out... that and the purchase of a MacBook Pro in the next year is looming...,-1
I favorited a YouTube video -- $650 Burning Green Laser Contest! ,0
A day of writing about US foreign policy and gothic story-telling awaits. Best not get the two mixed up.,-1
RT  iDontUnderstandWhy is my lil brother always annoying.,-1
Net Throttling Hasn't Stopped ,-1
 doesn't you phone do GPS? I forgot mine last week in ATL and just used my phone - not great but it worked....,0
 I'm always up... I'm feedin the baby right Now.. My mind is heavy too,-1
I often have no idea I'm enraged until I notice my knuckles turning white.,-1
also trying to upload dance vids but they're AVI files and I can't work out how to convert them to MPEG so its taking time,-1
Feel like a trip on the Trans-Siberian railway? Google Russia will take you there.  | ,0
RT   yuppp smh somebody need 2 choke life out that whore wtf wrong with some of these simple minded fools,-1
Gosh I feel horrible :(,-1
" Bruno from Rio in Brazil - Sorry Bruno, there's no way I can spell your second name!",-1
"RT ""What is it that you like doing?If you don't like it, get out of it, because you'll be lousy at it""Lee Iacocca",-1
Before you sink your teeth into this bread ?  <- GREAT story of successful niche marketing for localfood!,0
"RT  Oooh I'm at 1,973 now! Not many more and I'll hit that magic 2k followers! ;-)",1
ShareWIK.com - Think WebMD meets Facebook where you can learn from the experience of others:  socialnetwork,0
 I'm so glad my cousin  somebody to look out for her down there!!!!,1
 I really hope that it was angry feedback. Metro is horrible.,0
Uk Plc And Sterling Forex Markets Posted By: Peter Jones ,0
"New blog post: How Much Does It Cost To Buy Apple's New, Ipad? ",0
RT  Shout out to all the urban DJs bringing diversity to the radio. new   streaming now from VA!!!!,0
Library of the Future in Plain English: ,0
"RT  RT   gets one last word in on the ""future of food writing."" ",0
" what did you get, and how were the prices?",0
"I hope I get 2 train wit these niggies tomorrow, get my combine game up lol",1
 lmfao we do D: i think its cute too xD,1
"Video: part 2. ?put them on, you strike a match. POOOOF!? ",0
RT  Wynn Wynn Ong purse lands the cover of Women?s Wear Daily ,0
"I think we all should get over J's hair for a while. Yes, he cut it/shaved it/etc, and well...he's the only one (cont) ",-1
